fid,duration
27c749f13f67f46d9fbe0bbe98e2f374,448463
27c786b141e2baef4806bbc90b6aaf4b,478396
27c8d2575ca1b8264bf4e3017190feb9,406
27c91415122fc8c7b504b10cc957fc76,91
27c919935ca3faa20202d54e93f7320a,488113
27cd24a28dd0d31e7a9e7ea6e3c910c4,37409
27cf9784e997d1db0f60fb889f34c4f0,434177
27d07cf0bffc409d8c86b09b46d96f5c,461561
27d08c85ab1f86cfaeaf87e0d9b50e8c,458698
27d1b0b2104cbe68afa3a8827066d07a,481698
27d4a1b2f9b3a387dc991cd4747012e8,505982
27d519581c4428a7e0bc5c31a1c23e87,108013
27d594ef17b46e987f29be21b7a2acef,408286
27d7ab565fac7aa0d2ddc62be260ed2e,494217
27d8b1e4372a871ac09e9220541e839c,475784
27da64d910bc76f11294335130bdf065,446470
27da68fdb51356445b687e4b01ce46fd,466016
27dbbed1d38fe79ee732d4bf2206a419,433449
27dccf55dfa38b88179b52eb268db63a,478992
27dd6faab8579616467c9cdc2c389038,446534
27df0974d668d6a785b8f3de74a3f9e7,462271
27df6c661ca53eaa8ecb3777c97b72dd,452772
27df729365be7f823b1ea9e83fb38112,467689
27dfdf49dcc7c3963fadc9a254701af2,354563
27e00ccfee81bce105c74c0acd69bf2c,501220
27e27e5bdde22d99cdc2db45050dc032,242419
27e42cc7d5295fbd4e801446e7de0e14,485555
27e4e8c972c9c5c5229fda424cf5baa2,515266
27e51b8d0c7a9cd5dd3a3fee3a152f4d,169024
27e6e2f027dab7f8e6e253ec1febc085,515765
27e7fb24796edf1d228483692dfff9aa,428789
27e82917af53f087f4c4109922339cde,490414
27e8f56dba85f5439d845b2e06ae9042,426425
27e9362eac0582ca3a5b7cc7b0fd925b,434640
27eacc23a774e74d6e6d1c26a9d84b1f,439457
27eb172cee6d904a280ff4301f89bfa6,768
27eb3e66c4e95adc98f393df9f76c472,90865
27eb55455ee10c126e8e81a435b648fa,446004
27eb6f6ac50c5e72526be018c608ca35,445702
27ececa94db1ae55bb19bc4eebc6a5b5,369861
27ed5356d2c30e699aefd4ebf19e2c1b,432708
27ed6d0852078f546c4b6a01bb0bf1f2,360697
27ee641c6dd498ec02dcc948ab516b18,1314
27eea08bc8fbe0dea836ebbfc603de1b,439188
27f0a3f552310a50a6f35ed77415ad1b,477624
27f0deb9cf6b730aea9a7d0d1ee0304a,438508
27f1e3e62f19aee153162f76d924eabb,518103
27f211210874c181a68947808eb5824a,462671
27f3069528b8340186420907b46eab67,0
27f4ca9da53dfb040ba40a8420cbedc0,453658
27f59dcb9dce954f92029d2d3c558777,417413
27f61a91534d77a0d600c029608a2ba0,402928
27f77426a77bb8580083258ba89d8846,466058
27f8eef08ba44e571897080a42e4f301,497487
27fa123df99b93cb00fcf610f8cc020d,458896
27fa8dfe073a4c07593bf5f6c56f43f6,45295
27fe3de812408131055a95637b4eec45,446877
27fe54a023e7d4f83fd2eec4d4f40e4a,514649
27ff91836d1ae2cca5c296be859665c5,227456
280019e2eaac1f899195f2d21450d366,505420
2800c2299b947a9284d7c7194882cce9,478505
280322acaff2d479e74b7f8440d85bb2,449617
280384de68e8eb7c082b9cf766595a53,432860
2803e06f44e31ba70f743d4ab57b48f9,509502
28042f9f6500833752245f837b0ec678,458529
280444d733dff9056cff2eb022e4d737,489832
28049eb0431c7a9d064c8e75cb2b6b5f,435453
2805c2b7a73447ebf508bbce06087aab,512049
2805fcb2e5980aef46e0c492183c329a,480594
28071e82927735f931ec222152dd5208,193447
28084ac711eb910e36fd69676570f115,445687
2809917887e80dcfac1f563a451db5d2,426128
2809ea1de127b9f217ff0b7683c12902,169739
280a910bc70355ce15ce124f7bbaacfc,450808
280b7e2e92386776a9a31f3b2d6dc296,447070
280bc2e6dfeca491a59320f22b36fd83,513323
280bc52e5f670ca4596ffabedde34f57,514558
280d562acc4e1b7d9f430702d016666d,448669
280e03d93358d55b443a2b323fd5b085,513173
280edcd868197f9dada4ee9b1bdb41ef,439253
28104947145438228a3fc4324bdee45e,445163
281100e44c6b5dda76a5f9499f37b3a3,472017
2812fd76b7e5a3a0823953754dcb4890,458975
2814b915624c0d250f6c7fbfd2346a5c,471838
28159d67311db901cd94a3c3f31e2442,89070
2816a235314b86761df6e5dfa456f727,440551
28172baceb68eadb45cb3072ec6232aa,489012
28174a5e75db214c2a741a16e9b6e6a5,421324
28181e3e2c18f596ccc96116d2d0cafa,447316
281a48403de5a06dd4778129ca3ff42a,485305
281bc35e8df02c84c99951160e539444,122733
281bf42a7bc673f62bf5b4dddf29105f,20775
281c16211a5e2148d40adaa0ccbc6438,73645
281ca0f2f8e01ce673409f5be29131db,378265
281cc8233180a35e4ba87ebde2f93b14,94902
281e8c2376dea1724318731fd45c5b30,496483
281f441b26995c6800a2c2f47aae9ef9,445393
281f85d621f0d447cbfc3dbf9894e04f,419708
28200e4b04db01836bc7b9a32dd28454,510228
28201420609903ad0d416b569ee39235,487472
28204eb7428068a39b5620c36107e23b,457909
282062c2223a7c8f41277d300e753708,517997
2820a1a194895c20b9ead590249764bf,504512
2821f2899893f5d69ffd9a292d1e1afe,482781
28229362500db5cb8683cad39de22113,487265
2822c422aee6a9d4c9b255c2699c60ef,500426
2822c64c254056c569350d8598157275,514157
28237766ba567eaff5e37f855d4e6190,435271
2823b89793857e9c64736ace517aa366,434326
2823d3b3ba402b1928d041872b04c572,500277
2824c566b8767bed5d0cb05a9c2968f5,510398
2825396071bb76e232f10599df0ac7cb,509385
28258a4d47dade2bf0b4f64cb37c4d34,476636
282591d302d55146426eef4f9834282d,204546
28272093b6e66fe033cd7255603d9e0f,514547
282731181f4789e2c7c7168b93f522f9,454739
28279985e14ab09b99862ed064c9071c,459697
2828bf15b1d2bdfb7711947f969e3d38,479952
282936584ccb957d3abe7c7e276a093b,431776
282a21b0473d57c871395da660687659,213782
282b2e94adaecd4b5a6d8ef6255989ba,456011
282e1aaf629963767eadc608303d2f55,495888
282ebe042059067970d2e811fee89e50,455990
282fbef9945688eb7ab33790a989ee80,400139
282ffbab01b5225f23b5e48dd84626ea,505297
28300d1a414b04c44c9c8e95a73075e1,505441
283081c849278b472afe852d90980800,482058
283082807df119295123af1b4ba83db2,750
2830df5560d1289288ca6fa739d20698,183926
28318e2b0143232b65f9f64dc9016466,164165
2831f2982169cbc1db982d433229c011,4180
2832b5c582fa998f715ec7e1d52957cf,411192
2833974c05d6c4fcff79c315c808a705,514161
28350a5848e3bba5678f5a7e4002839e,508263
283556b51e295ea5bce4a39a3c83ebc2,429610
2835ba3f4f16a1e8140e8ca3cd4e1926,246174
2837cecfb5ed509264deff7c3c11e350,478478
2837ed7eb753c69744c49693a30804a9,510844
28389f99f9edfcb913bd63e1ff38728f,438380
2838f3b31c090bc2a69420e8364a9e8a,282078
283994a74b23e0cf4ccb66736ca7ef04,514654
283bbd36ddb8f783e8c6a9e77b5c0c5c,76600
283ecee6b694e1cd207bf7178cf36e85,462489
28406b685fc1afc1603cc15f051fb41f,458398
284155a7ab612d0c1ec4eb24fc528a76,510994
2841ec58ee56d3bf39b8181bb4ff4ff6,459404
2842fe35de1249c29573c424a1834dba,455286
284310eacc09b48abe64a5d75f952766,215342
28446002685fb5fcd88219155b80ce57,24223
284487533c3583cd211da2f7c589ae81,445963
28457ee707c2463f27b14e9cf7bdcba3,504564
2845946ceac48f7ad8607e4e0cc03222,507359
28471abc68762b12eae0007c98a5f128,282253
28482c12336ea6da7d4b47f97f22e114,463860
2848572d7befb8eeaec8a050f8bea948,8227
284887e346d27e2a45b0caf841ac9f8d,495419
2848c609c9a98fe3ea7ffb62fd3eaac9,462048
28491b0ebd9081007d1aa92b31bf349a,478101
284984efd819adcc31c0a4f290376c02,18059
284a9da9eb977c90ca766c4af1c827e4,455862
284ab839fc480fbd80ec09117925ca3b,494655
284b8d2f3c2708b97b9dab78580cf618,74310
284e2068d54b2247000c656b886c9cfe,426973
284e495540fd6160788280b4167e4c57,494308
284e891ff01406373a6b5a9423d98d43,490898
284ebeee878be3774578d52df62ba4f2,446125
284f5910f8c2cd82240ee622d618d8ec,466647
284fac1567556e96ee07a68f1e0a31cc,512876
2850d3838f2af7038c2efb2db7125633,502318
2850db5ec3853678240ef495e6a14643,490636
2851f1f0b5598681d3d3c8a734c5c0b3,517876
2851fe6df20f7e66dbd74cd8bbe0b461,451177
285293e689196728e73b5e66bdd747c8,457247
2853a47587930722f2f6c7bae3092d89,466154
2854884a9ba6baf0bcc8582947cd46a7,440436
2854dc0238c73b145ea3850330f8ba07,198051
2854f1a1caf76a27688a47e11482c9c3,445511
28573fbe2cfc9bf5b003b8ebbe2457cf,439949
28579df179c789153bd68700fef2d997,509335
28581ee16e55719740bcd1f4ae5ebd79,383460
2858c92db4782f076b9d1a8a33382a27,514149
2858d27ad379d8257fce201101aee3f8,453740
285a13cf81277a60b8bdad2b14395e07,446146
285a5a90a0d569cdbc180bba29180168,26428
285b9add02a96873a4e82e9ac248c351,307132
285bf7f1c44aa394d4b28991c121ecd0,467459
285c518f97ace3243f907f34aa17009d,500650
285d1548773731e93d4ce3f8d5d1a481,51632
285e227fb8febc5684eb8faa6d901615,459674
285e2384d125040167940e485a3adb0c,453995
286022eaf707efe17ba78c3684af265b,511258
28626955619dcc3fe61a93ab6bdfebcc,449810
286271c9eaa66c0e8263c0eed4e338b4,491697
286297a65499f1968f402d250e6212a2,454123
286298a6b82e064046d712440b5fec4a,507941
286379ae547d45bc8792c36b28d88812,27376
2863b0642a481fd4daea043325a40e84,495523
2866105b81de409ba484ead2fdee2a40,420268
2866c187e2ca8255888882cc40ce6fff,481138
2867c9061000da3ff3e92d00f43c44e0,449565
2868618577529c20915c4fbbc493ca0c,427630
2869d2f84e3c5447b3b7c3c3f6dd4cd3,304150
286af2b01e3c282885ed8f92fb5a4843,468051
286b276a2c00cf9b5d7528499817070a,452378
286b692afa8b3b6501ef73af5e5f335a,508338
286d4ba0a6d57ca7089642d4aabc8321,450889
286d75a30eb313473d9184dad31268bd,445951
286ea0bc9ebcf08b36a6dd29bcf7befd,414869
286ed0b63fb6761f4f441d9da979ff1c,437883
286fa5553ebdd41ff6ee51ab56d33f0c,492703
2871ccc231c60df3c76734886a54044b,494454
2874a3093c1f981d7b095b26022225b6,218175
2875944fb8bb648da3183e6b4e3c2a3d,260376
2875c179712586cf63abd6ba3634a0f7,322765
2876577dedf1dcf143cd76cc12e63365,510253
2877a5b8b2f0916b198fc1c15604e93e,444867
2879dccb1bf0894073b0921cdc067016,438593
287afb906d705052feefb6669636338e,431071
287b515f22723e35828b7dcb6c562b24,491037
287c63b107acec0d38a4987c0b13a51f,497669
287d30015c94b7da76f1cd89834f8553,517853
287d3fca9de6ce81aa7f6fee662a2a41,264604
287d4361c2d096270db05259f9686d83,479694
287dcc97d016b98b0c318552e3fd8814,432854
287f12dcc0ad00a662c935994000ad5d,504777
287f99c4b7aea285f89be868d4d50825,487913
2880626dbabeb9205c09b0dec6379543,516057
28807166905abc5443f4b3f18200dabb,841
288192a694f6ff6cbcaad89c466ad133,460548
2881a1c92a406e6917789f4cd54b4ef8,380354
2881ae1c483bb65ec19af8ceb23055f0,440526
2882c8114a5e167541497929bbba6c93,450763
28834dec15c777a0093cbc6151c848f5,288745
28839306bcb0a30f7b60cd91a01ce8c4,353591
2883cb05940cc604bac5b9be6dcffb3b,450354
2884753398f6b134e88e89e942ea81e6,452641
2884782af43d3e490353cc48e97a8f26,447162
28847ec7f312825ca94f397282e1e9f0,471695
28852f1e268214001f5ff03128c63662,508475
2885b9e3d4373c7b0a75ac45a8fab73f,454122
2886867161d9aade9dee7bca40963706,480833
2886ccbd09a04d7c598e87094e8264ae,502087
2888388cf4ec8a850fe722b3f0e215e9,506642
2888494dfa3aeaa670dab15585b001b2,244522
2888971fe0829b58cee12848a494f3b0,457800
28889e38fff1f0ffbba2d19ebf89677c,368682
288a748648a69fce507bd3cc4d8fc2b3,458739
288a9655ce3c4a7d3df473d0a8178ad1,1697
288afabecff7f60396123fc3e70e54b9,233422
288b3a859cd47b98236c0427610d07af,377612
288b5ea97cf7526832549f356b5072fc,483959
288b6ce38beeda0d0ef351590f510f2b,79634
288b8d45fa9e2d21c7aea2e58d76cfd8,461629
288d5849ff9869ae0dc994ab7fbcd532,87136
288dfdac5f38939371732132379e39e5,513591
288e26b6f12e4d2465d4085a8c87096b,432976
288ed085f18a399c9c385b2af53e00d0,441999
288f365cb79ae1e5fb048b598f0a3044,515874
288fc5850ecd190e85d014aa7653692d,41529
288ff08eae325f1209a04b336a17e014,455530
2890c76ee65136dd8e3deb2d45d5374f,408090
2890d20ea855cc4b396b129fef5780f7,461061
2891f02027ce80bf31fa98e873a76805,465990
289200ce29b45e30b797e77467910c14,68768
28926c24b9e460abcde90312e4d629ce,419792
2892cd6e52cef2427293ec81cee0a1fa,489727
289346e4f554d298ff7880eee09c043c,491371
28936ebea9d69decb49e42568c53b2d9,404545
2893f3f956f130ab77fb7e5b4d205450,282758
289543c321fa65a06693916d28524cfb,437014
2895ea4bf5cf0906b9782258f163bb6e,207628
2896e8496a80c248a685f4dd703e9eb5,463339
28983b2665d98d88e3005530a2aa6e1e,437438
28998a33d9ff6badd5f0e8bd6455d521,197395
289a56d6ca4f40df158aa2b543dd8887,480125
289bc56674df5efab82b475abb0b7e02,493568
289bfeb097ca03c9d4b20b8d7c83d245,426816
289c1db0eda19531b289ae5b83e19f30,443475
289ca2dea977843dfc9e62bb4d1b8216,477002
289cd18378f96affc0ae7312fe8e03f0,421576
289d4e98f66742ec1448d3b266354b3a,281145
289f4718a80d233cf3ad4ad75d431a4c,445418
28a11dbcfb99cb032853f586b8391222,514464
28a1a4ea5ce00bdbed2f67a578e1e666,504489
28a1a57e51ba6a0bd640a57784fd9166,434128
28a2dbfa88e4421d59db6d045652da86,468419
28a31777324b88b15405e3c84a406c52,289100
28a405e23ba830a655f5a43b0950ed59,339732
28a48bad944ac2059001a70ace16bfcc,423124
28a5da692f884c621f31e4a145df2a65,473427
28a6c0d526c099e8bf9b41010e6842d9,470781
28a76a9065f4f43ad641562ec2175ed1,417145
28a775265b36d0155ead5eb0f1582a87,475370
28a845d07af826f4ef12962027f4cea3,167388
28a84b83b11ae2490c6df76dbc2c0014,479024
28a8e2f9dad949f8b0f8e23904dcc0ad,255540
28a8fc1ae8c1b661e19577968c43e460,505951
28aa114fb6455ba81319b83ae554742d,438772
28ab0f0f57d8da48d8d11f1e311d767b,14975
28ab946a960a91b92a737e13afccaa6d,373249
28abb19fc75bc75842337d2000c34a7a,494451
28acaa09a952e785c4fb0b23a77eabe5,491032
28ad6217fabdafe9e78bfb7dd6e8756c,401512
28ad835276ba27fa40bfa2d39ff10300,432136
28af1e9b07288729d5b377acf65d0bc7,494543
28b023e0c62860b892b6c319d99ac03a,440240
28b19738456e465e0cb0106f079acf5d,469899
28b1bd3ed7c8e8547b27393584315fd4,445690
28b2a2af26aa1a2a4a04a92e54c7db75,487423
28b3c1f2a1c41bb73f32ae18f566051d,416691
28b3f2881e6248c3ff2ac6cce1c3c115,426287
28b4b9c4edf24eb075a9338b38da7eab,440553
28b55f1d76207cc62e6d92aac06df0f5,451930
28b5b5fbc2b841679f56a54b90a7374b,458805
28b5b6c659970a5b59434a02daf3d78d,355244
28b5dddb3815518b745f9d36da6afb7c,433951
28b5dfed9a7066f8711655fe16a6f975,442550
28b6ff2d943d2bdc4aaf1d257dfc67f8,459694
28b7a9487b06a44fc2edd09dc9cf5ed7,258902
28b88bee675dd12ef8a3556f79ef9e7f,505530
28b8998e857be0063996eefbe6c8f597,435327
28b8bc0a62810fe9cacc11c1ba69bc14,442598
28bbaccef8fe56312312e0347560be7f,513344
28bc49590815c90dde8b8e72b67b96c5,507720
28bc4e99072e84456ea5f8a1e2d0649f,460742
28bc8a3bc04fe0e97594752f44951891,315623
28be24a1774c6adfccd37b2111535fb2,410201
28be8d643edf78aa0e83c42296f87230,504252
28bee5951e506b0cc78c82a01cd85618,63231
28bf2c8aabe480ca91b206c927e969cb,503718
28bf5e3510825f158f010bd74d119a4f,518229
28bffa0fa7a4a7d13dfb55d5336c2268,432195
28c06aaafc2544069b76e4e4faf34d3d,445915
28c113fca7dcb60fbf689ea686cbc5f2,458181
28c13a1d9d0b13135e8ed0b0e243e03b,463155
28c13a40c4073ccaf660c5dc8a9fd4aa,436260
28c42d24fa5b0c5ffc2de2f4e21f6949,83339
28c4f3635c7d3daf1fac290faa72dce9,162011
28c634a6a91309cb3e46245ad9d3e39a,476928
28c6b664a0d0f2b88f91295c9418c5a2,256224
28c70fb05ab264939acc47f4c2138e90,462136
28c7822e0fc490d1b6e437af47e9dab5,91948
28c934240c142d6fe1978747b32dc2ac,518115
28ca8a6f9d4691eb4d3fe1bdf439d9ca,516806
28ca8f3d7c5e3e51c3e4dae61d21ffca,174407
28cc35743989caedbe36c861bc272ff5,437029
28cc841b9523ed1311a865ff88057411,471774
28cd26de83c2e3bc98aa1e07ed34db63,436530
28cd3f4bf0d69ee0e60457f7df9f024d,171186
28cd66aa857d1e051f5fe98ceb174b1c,441452
28cd7b669bae29db81ed0876984a9e6d,291626
28ce2818324b1481a1fccb4ff9fb8185,420520
28d083d02a16de17812a92ac04933fdd,464167
28d10caf7ce5fe07ee22791713bfbb30,451520
28d3c1bc6362d7dbb2a2b1e1084f706c,449713
28d3d26c2f630b552187ec97cb7075aa,37595
28d42677d95af55ed85889fe6aa8b097,517881
28d454f6378c41b7bfda41ab189a4a60,454541
28d4dbc0ad8fdeae73f0188f72eced73,463185
28d5b6aa848e1b8bab7671611a3d2753,451899
28d5fe4a62d1e1c612bebed02516fc99,453779
28d6001cb526ca6c2334ef0ffa1f2769,477804
28d81c723b5785bbf71c4383529f60f7,434475
28d897b711dc6411fac88ec206fd38b9,495191
28d8f4609a9d3170b36738c7be1282ba,416721
28d91f982b9ac63cd5228936433e4657,262339
28d9d4438a21ec1ad9429928b5365baa,507362
28dcd4617cd52d031c0aa55ff475c99c,285295
28dd67e8c516fd82bed52d1f8d15eef3,428172
28ddefb2837ed2fb2043aa20d3818c4c,114270
28def3aa273a4fee9dbded7dd25ede14,444466
28df2581774c5f22af5cb29137264096,117376
28e03de1428181702e39b26269885169,437594
28e131243ed2f548a69bab3a3c7bc5e1,46073
28e15cd91e8aa4394784e6fcdd462811,514530
28e24f0071d559cc3fd55043a1cd39e6,450338
28e2c929beb588767111dc878e60fe07,327979
28e424e085927e1161967328af76d454,448712
28e44b8f9e6b5092d3a2931ac4040a30,475255
28e98e61b99764c7fe9a4db4da72d8a1,478342
28ed0a3e3748462e549c2d64cc0482e8,487587
28ed6263900db04f559f9d092a13d300,466296
28f0b07e13a6367ddda8bf39c8e9f39c,488247
28f111f0ad4336b435ea309ea974dade,445966
28f14b5bf3a2304fc7cd7dfbe018a516,516466
28f18e24836b4b760c2850c53b4a8872,439042
28f19df2bff29fdfad79e2a362c8314c,475302
28f24e4ab7ebd953320e8b16de7334b1,470172
28f4621d5fe661f094515f3a939e8b8b,498207
28f49bc15172e0d2c544651cc127c289,432336
28f4cdc86b1308cfc115465cb40647a9,497265
28f52469f524035dbb4ddb87bda30f4f,429130
28f595a5d487c38ac96720dfbfd028e4,436183
28f5eb6fd9dd50e4bd19038a59c5fe8e,432114
28f687098c3b4a72c1e6b781c27fea55,209573
28f722788e3f747da3be7bbb62e6ae84,465079
28fb2a316812a6bb8575809df2ad5904,338605
28fc60417d0188ed7c50aeca85b37f09,516565
28fcab6b1bcfb3b0f08d9ff6bbeee9ea,370976
28fd874061d9d184c496f1e9eae5dfdc,265864
28ff20231ef0765f378ff42f9b2d8381,482338
28ff6b75768844cd7a8375492c5282ad,444274
28ff75047c7f123e6d98a45ce8fa25d7,465965
28fff700420ef07486f1975ea273bbd8,511211
2900473933102afc72c59011a0ae66b1,450465
29012dadc647264b6340c176d4a07164,7755
2902f401342745640987585804467853,211037
2903c026e243227e2e16d45e7228b7dc,14471
2904988c3c3b17a2c764e99d5fa60d23,474630
2904eb5c47633155f98163bdf9eb96db,476686
29058b232cf0b8fa96306333f41912d7,441496
290737da2f8ff10868b74681ad3ecb4c,514839
2907ee50f67ac57729868aa8466c2c28,452489
2907fa1e6f1691f13bf1cf4f1994b920,31481
29091900e0633fa2f1598698651b5135,517444
290a80919639ef891671d2acd67234f9,354818
290aa172ed1d66ac35d2540a2da46370,518318
290adf30712ef2b865196e1463363d3d,514680
290bcef5330009a0076587be48570380,467385
290c816e57f9c28c9eb1cfb99d7a1034,86068
290ca3cc5aecca4a7a5ad394f2456487,440860
290d081d28fad1d16cc1eb1b2302f233,464196
290f077daa117bcc806d1fef15fd7a56,476503
290f0f255c76285cb50fb3af48aa1e9c,458793
290f53c25488c9bf27a74f4935721de1,268257
291037c5246b25cb23d1a0634176d02b,465783
29105fc39f3316f148c477ee26cf85dc,436024
291068d99ce507f41a652d6e5995a405,517540
291089942bc2b478031849244df26939,340115
2911fa96c27cac5fc2c179dd5f983a80,3904
2912662d6b4ce3788c49a0ce06b7830d,222599
2913df522eafece1fdde2843ef059f8d,495432
29144e8d2684aabbc4f7fd501d474e5e,479829
291477e86fb2feae6030dc224db388c1,476594
29158ce21e9d07684d6af7c231c820d6,318777
29165364adb6bfb5f105e817b4457537,510500
291698c4a6be9a30c27b53cd1e41a78c,411663
2916d4685646bb00931242d210e1ac36,474887
2917cbba74553c25a0bf058bc18550c4,468019
291805402107a54a4bd9a1223fb291f4,447094
29189c8db9051208f0f97cce0e08c2e9,453819
2918dfc8937db943ad40dbb3de7b401c,515962
2919d9fbf1dfcb2eb3cebfa065e73ab7,472865
291a70be9357045fb6634420e4bd65bb,512055
291ab739f22972d272d9f6ea31e22c66,475819
291ad3362ca3ed1a116a438140151307,439905
291c675f64c81718846096e2c5cc93d6,26278
291c75db1b87ec77de5d2d1d7faf2df0,232011
291cd363c3b5d7f1afb564bfc7edf013,466258
291d5a306e9fa66d8fbf46227c19ed94,459707
291d9fce3b505165861aaf2b30b5c16b,475193
291db9d9b9bacce192d131b4cefaac60,464010
291f5c1efb01ae6233a259378449ef85,451813
292080cb76d3138fb4c5da0627e8fda7,449413
292108ff187c4266b7d90380605ff2e2,455234
2922f8b035de44bb1732db6f79738fc0,787
2923e8ee9d360db2b38d32b45c762a47,129888
2925094bedaeba2ccd62c7c79194931f,437231
29266f4c388bc3dd94aaff644e3f87aa,452365
29275f2976d7d43ac8c1c1682d6ccf4e,462645
2927d67bab13da7ce0bf38a3a6d038d3,433977
292a5c7e9148d68190840d6698c64bbb,442704
292ac0406a1dc25055dea161da8456d4,496953
292c22db899237dc88167131b2172daa,434141
292c4f62aa88e4a311da4911083f387c,469465
292d7e784ee0534fced3bfec0722b4e5,453084
292e7fb1553f6981057f3ba33ea4e677,468820
292efc48482cf9503de01885393c0ad2,433946
292f8d362fd99b3c0e49df45947299b5,512655
29303c32d4f9d9d8366a1cb39ca7ff8c,450044
2931509ad8c9030d2cc355d5ed7a2322,487211
29330eded97be9d60b51371b43264b90,432800
293419d2da93650b6b709ba165f8fb1d,83584
293429bc57519f2dfff7433ee5158f4d,365591
29347deb0c20546f93060d1e10481e01,204374
2935b83a139a70a16b17b349de337d31,301849
293700aca158e19bdce9bae34587344c,355198
29391c2c1eb85d58b514103166c92a0a,435601
2939782d9b38561506a3c04dbcf40fdf,478354
2939d0f4d64ea2a47fba2e22ad533307,449838
293a8a60b9595d0206405ee9ca4bd9e4,452095
293ace3d2435ae402db05918157d3a78,490111
293cef805408e3652da8fa25d183a0fe,513128
293f66503e6b2d8cbc6e6acb07b4d87c,464566
29418c6be788e84593ac805803d6b523,451189
2941b999ff964ac6702f377c2a271973,515767
294317cca4c5a3f5d55b0cea42820b19,494017
2943497a9ff49c1e82b80efaae02bb52,477371
294415b687089a15b04bd000c6759aa3,1578
29449b7618e1228ccf28e6612d960633,378028
2944a6d06a48b5ccaba80a2dc8eb345d,249619
29481def4e1bccbdf85815cb2cae77d5,267743
2948516e0885f5f23c1f070795ade827,498507
29488c8b1731bb5c33e81f3c1d0c0851,451180
2948a34067924a9f48068e12ec7646a9,280166
2948ce048f30ee88c6c0f276a1017352,170930
2948e3cc01895e9ac5e3a54636b29c26,465848
2949971d507a9410426bb0a8a189dabc,260
294a86ca16b7c3a220ced792f6c04a6c,52600
294ad6758e791a3debbdc6f944147da8,463237
294cbdb1bcaa7f98724ca5cc97b8a597,616
294d6ec360d978571024eaa26cdbecd3,516188
294e70544a17b38bb9419f9ca1eb66ba,503846
294e845c170ad1836510e332fbf3f553,486933
294fb08db27089e734b22c68da3f1f3d,463797
294fbc147d192ab8ddaad16bd68532c2,181966
294fc2d3945126182e9ef01fdacb370d,496353
29507cbf20cb7111ec3d4959799da39e,511052
2950db7b8920c8d4af8a1722739c8aff,464601
2951038d12342211be902a4614426257,434935
2953817046c1fd519dcacc6bac9be05c,517827
2953f509d02f83c3c14288fbae3e9850,154108
29549d40b8eab944bfca2a8aadabecd6,512008
29551c4ee633ffea3db5618923a30d39,343213
295556c6adf69f6b886edca9ba66221f,493854
295576fb72f61916ec6808a170d85136,434309
29557f6ad75bca18f435202383174f13,448962
2955e027e2fb8a0f4819d18ffda4eb0d,515459
29566b4d73764865fe03b768fba052e2,515412
295ac0b5d384e4a7c66bc0bc6a0316e4,236254
295af43890ee47ecd67cfd72d6bdd10d,446476
295be848c7b886e47c793c4b852227c0,447673
295ccc75696161a57f344735f0babf8c,204707
295de69483f81ecf13d625348e1d041f,463213
295eafd1d68d3daf4f7fca84636c217c,502125
295edb60803b1645a826c15f8421c40d,494956
295f36261db1b6c7e3a4af8f2bfa6da3,442319
295fee39b21af76c9972112528238395,504696
296099eed833532a5a1170388f1f7870,450393
2960a7432da74828f0d98e90b7535a10,494765
2961be0a852511f509a0287198e30dce,460648
29622b99c4795ee1369d6033c2dec673,436712
29623d399c768d9869574d464a2717cd,486808
29651cd799498980373b8a05ad7410dd,517930
2966021f779a17e46129fe7386a8bd39,480143
296637a5b0d2c3823dc90bce3f5c98e0,499536
29675d7466afbd76b5377d809368c543,474392
296784e6e12bd2a6c0dee6f74b51c9de,272749
29683a7894081fd963707be1f5e9804d,512968
29690270037dc39d4655e4009eb169bb,507382
2969057aa0e1fb291208a9167f409c99,275584
296923d60d307c9c56dbe84bcb6633d1,451019
296934ed3ddc74304a4971ca318ec904,517153
296c6a1356b699e8efb16d20604dce0b,440062
296caa5f4b361425e5a0e1788907dccc,517553
296d9cb1ff606ef0fa90d70a22fa78d0,509612
296e64f0434f5eb8a690a5c405620d46,449409
296ea13501c275256ed8e97ba49818bc,1558
296ea62c22b2458e242bd95cc6bbc72e,510664
296ecc42d13a630620b6a888c80f8134,430644
296f01130949c2b97cecc1bba199866b,488591
296f529237f4aa04f681be6c1b0176a8,174111
296f9844fbd2c2ed3a8b2e5e7925f175,438141
296fc692cea1ba761463eddd9f17120b,451951
29706d647b64291de9765e8cab36b431,477600
29712aabcf7d1627aab9397d58c4f337,329769
2972e00bb14acd4c1a2d319117afb2dc,245385
29734e87414256482e937a0a691d41ef,433475
29743a61c1279571bd22fb678acb1868,507476
2975f958cf77f51121f07f9843f7766e,110774
2976ac04768a117a6c403b8b8e2527e1,277359
2977424335225d7f5b96ee87109bc7a1,465748
297750d2d67e19068dd8ce8d6c34064e,338146
29777a7527e9396069aa3b612fb6a624,507155
2978dc104faab6cb1528070471a64d2c,494298
297a68cd49a943f5db3624f13811a638,225888
297a6ed01a5ad900169af59b04c2e88b,279997
297b9d0e47c4a45ab97e8e2bbf6fa25f,1975
297d973c8fbf6815f1dafc45f795b5b3,453961
297e546d22a5efd5b027ab6aeae51967,515729
297eb00452487ee510c04296acbd7173,451338
297f23b7f8bb7c6059ae859e0fc9a4bb,494178
29810427237bc3fbf809b03520ef5949,474658
